Bangla,Chakma
কামানো,হুঘোনা
কামার,বান্যা
কামার,কামার্
কার,কা
কারণ,গদি
কারণে,কেঃয়্
কারণে,সনে
কার্তিক,কাদি ম়াচ্
কার্যসিদ্ধি করা,হন্দানা
কার সাথে,কাল্লোই
কারিগর,কালিগর্
কারেন্ট,কারেঃন্
কারো সাথে,কারল্লোই
কাল,কিল্লে
কাল,মাধান্
কাল,অক্তে
কাল,বরাঃ
কালা,কাল্
কালি,সুকালি
কালি,আন্নোঃ
কালি,কালি
কালে,কাদাল্যা
কালে,কাল্যা
কালেভদ্রে,লাঘা লাঘা
কালো,কালা
কালো,কালা
কাশ,কেচ্যা দুবো
কাশা,কাজানাঃ
কাশি,কাচ্
কাস্টমার,কাচ্তমার্
কাস্টমার,গাঃক্
কাস্টমার,কিনিয়ে
কাস্তে,চাড়ি
কাহিনী,গল্প
কাহিনী,গাল্
কাহিনী,গপ্
কাহিনী,পচ্ছন্
কাহিনী,কিথ্যা
কাহিনীকার,গপ্পো
কাহিনীকার,রজেয়ে
কাহিনীকার,জরেয়ে
কায়ক্লেশ,রুধো
কায়া,কিয়ে
কি,কী
কি,কি
কী,কিঃ
কী,কি
কিচিরমিচির,কিজিক্ কাজাক্
কিছু,কিদুক্
কিছু,হাঙদক্
কিছু,গুলোদক্
কিছু,থোরা
কিছু,থোরামোরা
কিছুক্ষণ,হাক্খন্
কিনারা,মাধা
কিনারা,কাজা
কিনারা,উদো
কিনারা,কুম়ুক্ কাম়াক্
কিনারা,কাজা
কিনারা,পেলাং
কিন্তু,মাত্তর্
কিন্তু,হালিক্
কিরণ,ছদক্
কিল,ভুক্
কিল দেওয়া,ভুক্কানা
কিলবিল,জিনিং জানাং
কিলবিল,লিক্লিগানা
কিলবিল করা,জিংজিঙানা
কিলবিল করা,জিনিং জানাং গরানা
কিলবিল করা,লিলিক্ লালাক্ গরানা
কিলবিল করা,লিলিলিলিক্ গরানা
কিলবিল করা,লিক্লিগানা
কিশোর,হারুচ্যা
কিসিম,কিঝিম্
কিসে,কিমোঃত্
কিস্তিতে,তপ্ফে তপ্ফে
কিস্তিতে,তে তে
কিস্তিতে,এক্কা এক্কা গরি
কিড়মিড় করা,কির্মিরানা
কী জন্য,কিত্যায়্
কীট,পুক্
কী দর,কিদর্
কী পরিমাণ,কত্তমান্
কীভাবে,কেনেঃ
কীভাবে,কিঙিড়ি
কীরকম,কিবাবদর্
কীরকম,কিবাবত্যা
কীরকম,কিখ্যা
কীর্তি,কিথ্যা
কীর্তি,নাং
কুঁচকি,তিলোদি
কুঁচকানো,কাঙুড়ুক্
কুঁচকানো,কুজিক্ কুজিক্
কুঁচকানো,চিধে
কুঁচকানো,দলামঃজা
কুঁচকানো,দরত্ মঃরত্
কুঁচ ফল,কেচ্ বিজি
কুঁচি,কুজি
কুঁচি,কুজিত্তারা
কুঁজ,বলি দেম্
কুঁজো,লঙুর্
কুঁজো,গুজোং
কুঁজো,হক্
কুঁদা,হুনানা
কুঁড়ি,কুড়ি
কুঁড়েঘর,বাজেই
কুঁড়েঘর,বাজেয়্
কুঁড়েঘর,গারেং
কুঁড়েঘর,কুথির্
কুকি,কুগি
কুকুর,কুগুর্
কুক্ষিগত করা,গঝক্ গরানা
কুচি কুচি করা,ধুনানা
কুচি কুচি করা,তুচ্চো তুচ্চো গরানা
কুচি কুচি কাটা,ভুচ্চি গরি কুদানা
কুঞ্চিত,কাঙুড়ুক্
কুঞ্চিত,কুজিক্ কুজিক্
কুঞ্চিত,চিধে
কুঞ্চিত,দলাম𑄦𑄴𑄎
কুঞ্চিত,দরত্ ম𑄦𑄴𑄢𑄧ত্
কুঞ্চিত,কাঙুড়ুক্
কুন্টিত,পেত্তোমরা
কুটকৌশলী,পেচ্চো
কুটা,কুদানা
কুটির,বাজেই
কুটিকুটি,কুত্তিং কাত্তাং
কুটিকুটি,কেধেরা কেধেরা
কুটি কুটি করা,কুদানা
কুটুম,কুদুম্
কুটো,ফেজা
কুঠরি,গুধি
কুঠরি,রুম্
কুঠরি,হুল়ি
কুঠার,হুরোল্
কুত্র,কুধু
কুৎসা,ভাঙন্দি
কুনো ব্যাঙ,হচ্চো বেং
কুদৃষ্টি,ফি
কুদৃষ্টি,উহ্বোর্
কুদৃষ্টি,উহ্বোর্ পরানা
কুন্ডলী,কাক্
কুন্ডলী,চক্
কুপ,কো
কুপোকাত,মাত্
কুমড়ো,কুমুড়ো
কুমির,কুমোঃর্
কুরূপ,বেধক্
কুর্নিশ করা,নিঘুরানা
কুল,কুল্
কুল,পার্
কুল,উদো
কুলকুচা,কুলুলুক্
কুলকুচা করা,কুল্কুলানা
কুলহীন,অকুল্
কুলানো,কুলানা
কুলানো,হাদানা
কুলি,কুলুলুলুক্
কুলি করা,কুল্কুলানা 
কুলিয়ে ওঠা,বোরে এজানা
কুলিয়ে ওঠা,কুলে বোরে এজানা
কুষ্ঠ,ফারাঙি
কুস্তিগীর,বলি
কুস্তি,বদাবদি
কুস্তি,বলি হারা
কুড়ানো,পেদানা
কুড়াল,হুরোল্
কুড়ি,কুরি
কুয়া,কো
কুয়াশা,হুগো
কৃষ্ণ,কালা
কৃষ্ণপক্ষ,চান্ লামনি
কৃপণ,মধা
কৃপণ,কুলি
কৃপণ,কেদা
কৃপণ,কলি
কৃমি,চির্
কৃমি,কির্মি
কৃমি,চিরেলাক্
কৃশ,হেঙেদা
কৃশ,মেরা
কৃশ,তেঘা
কৃশ,কিদি
কৃষক,চাঝাবলা
কৃষক,ভুই গরিয়ে
কৃষি,বাক্
কৃষিকাজ,আহ্ল্ চগানা
কৃষিকাজ,আহ্ল্
কৃষিকাজ,চাচ্
কৃষিকাজ,বাক্
কৃষিকাজ,বাগকাম্
কেঁচকি মাছ,হল্যা গুরি মাচ্
কেঁচো,কেচ্ছ
কে,ক𑄚𑄴𑄚
কেউই,কিয়োয়্
কেউটে,কালাজামুরো
কে জানে,কুত্তুন্নেই
কে জানে,কিজেনি
কেজি,কেজি
কেটে যাওয়া,বিদি যানা 
কেদারা,কাদিরে
কেন,কিয়া
কেন,কিত্যায়্
কেন,আয়েঃ
কেনা,কিনানা
কেনা,কিন্যা
কেনাবেচা,বেগার্
কেন্দ্র,রিবেং
কেন্দ্র,অহ্ত্
কেন্নো,গেরা
কেবল,আল্লো
কেবল,চুধো চুধো
কেবল,আথ্যা
কেবল,বানা
কেবল,গাই গাই
কেমন,কেজান্যা
কেমন,কেঝান্
কেমন,কেন্ঝান্
কেমন,কেয়ান্যা
কেমন,কিখ্যা
কেরোসিন,কেরান্যা তেল্
কেলাস,কোলোয়্
কেলেঙ্কারি,কেরেংগাল্
কেশ,চুল্
কেশ,কেচ্
কেড়ে নেওয়া,কাড়ি লনা
কোঁকড়া,কাঙুড়ুক্
কোঁকড়ানো,কাঙুড়ুক্
কোঁকড়ানো,কাঙুড়ুক্কাং
কোঁৎ দেওয়া,কদানাঃ
কোকিল,কোগিল্
কোছা,গুচ্
কোটর,হুলুং
কোটর,সুরুং
কোটর,গাত্
কোটর,হুআং
কোটরাগত,কাল়ুক্ কাল়ুক্
কোটরাগত,গাত্তো গাত্তো
কোটা,গুল়ুক্
